id,block,question,alt,nchset,species,asc_walleye,asc_yellowperch,asc_trout,asc_nobuy,choice,selection,price,origin,source,form,northcentral
249,3,6,3,4,Trout,0,0,1,0,1,Trout,15,1,1,1,0
249,3,6,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
250,3,1,1,4,Walleye,1,0,0,0,0,Trout,12,1,0,0,0
250,3,1,2,4,Yellow Perch,0,1,0,0,0,Trout,11,0,0,1,0
250,3,1,3,4,Trout,0,0,1,0,1,Trout,14,1,0,1,0
250,3,1,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
250,3,2,1,4,Walleye,1,0,0,0,0,Yellow Perch,15,0,0,1,0
250,3,2,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,13,1,0,1,0
250,3,2,3,4,Trout,0,0,1,0,0,Yellow Perch,14,0,1,1,0
250,3,2,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
250,3,3,1,4,Walleye,1,0,0,0,0,Trout,13,1,0,1,0
250,3,3,2,4,Yellow Perch,0,1,0,0,0,Trout,14,0,1,1,0
250,3,3,3,4,Trout,0,0,1,0,1,Trout,12,1,0,0,0
250,3,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
250,3,4,1,4,Walleye,1,0,0,0,0,Trout,12,1,1,0,0
250,3,4,2,4,Yellow Perch,0,1,0,0,0,Trout,13,1,1,0,0
250,3,4,3,4,Trout,0,0,1,0,1,Trout,12,0,0,0,0
250,3,4,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
250,3,5,1,4,Walleye,1,0,0,0,0,Trout,15,0,1,0,0
250,3,5,2,4,Yellow Perch,0,1,0,0,0,Trout,12,1,1,0,0
250,3,5,3,4,Trout,0,0,1,0,1,Trout,9,1,0,1,0
250,3,5,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
250,3,6,1,4,Walleye,1,0,0,0,1,Walleye,10,0,0,1,0
250,3,6,2,4,Yellow Perch,0,1,0,0,0,Walleye,10,1,1,0,0
250,3,6,3,4,Trout,0,0,1,0,0,Walleye,15,1,1,1,0
250,3,6,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
251,3,1,1,4,Walleye,1,0,0,0,0,No Buy,12,1,0,0,0
251,3,1,2,4,Yellow Perch,0,1,0,0,0,No Buy,11,0,0,1,0
251,3,1,3,4,Trout,0,0,1,0,0,No Buy,14,1,0,1,0
251,3,1,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
251,3,2,1,4,Walleye,1,0,0,0,0,No Buy,15,0,0,1,0
251,3,2,2,4,Yellow Perch,0,1,0,0,0,No Buy,13,1,0,1,0
251,3,2,3,4,Trout,0,0,1,0,0,No Buy,14,0,1,1,0
251,3,2,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
251,3,3,1,4,Walleye,1,0,0,0,1,Walleye,13,1,0,1,0
251,3,3,2,4,Yellow Perch,0,1,0,0,0,Walleye,14,0,1,1,0
251,3,3,3,4,Trout,0,0,1,0,0,Walleye,12,1,0,0,0
251,3,3,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
251,3,4,1,4,Walleye,1,0,0,0,1,Walleye,12,1,1,0,0
251,3,4,2,4,Yellow Perch,0,1,0,0,0,Walleye,13,1,1,0,0
251,3,4,3,4,Trout,0,0,1,0,0,Walleye,12,0,0,0,0
251,3,4,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
251,3,5,1,4,Walleye,1,0,0,0,0,Trout,15,0,1,0,0
251,3,5,2,4,Yellow Perch,0,1,0,0,0,Trout,12,1,1,0,0
251,3,5,3,4,Trout,0,0,1,0,1,Trout,9,1,0,1,0
251,3,5,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
251,3,6,1,4,Walleye,1,0,0,0,1,Walleye,10,0,0,1,0
251,3,6,2,4,Yellow Perch,0,1,0,0,0,Walleye,10,1,1,0,0
251,3,6,3,4,Trout,0,0,1,0,0,Walleye,15,1,1,1,0
251,3,6,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
252,3,1,1,4,Walleye,1,0,0,0,0,Yellow Perch,12,1,0,0,0
252,3,1,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,11,0,0,1,0
252,3,1,3,4,Trout,0,0,1,0,0,Yellow Perch,14,1,0,1,0
252,3,1,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
252,3,2,1,4,Walleye,1,0,0,0,0,Trout,15,0,0,1,0
252,3,2,2,4,Yellow Perch,0,1,0,0,0,Trout,13,1,0,1,0
252,3,2,3,4,Trout,0,0,1,0,1,Trout,14,0,1,1,0
252,3,2,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
252,3,3,1,4,Walleye,1,0,0,0,0,Yellow Perch,13,1,0,1,0
252,3,3,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,14,0,1,1,0
252,3,3,3,4,Trout,0,0,1,0,0,Yellow Perch,12,1,0,0,0
252,3,3,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
252,3,4,1,4,Walleye,1,0,0,0,0,Trout,12,1,1,0,0
252,3,4,2,4,Yellow Perch,0,1,0,0,0,Trout,13,1,1,0,0
252,3,4,3,4,Trout,0,0,1,0,1,Trout,12,0,0,0,0
252,3,4,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
252,3,5,1,4,Walleye,1,0,0,0,1,Walleye,15,0,1,0,0
252,3,5,2,4,Yellow Perch,0,1,0,0,0,Walleye,12,1,1,0,0
252,3,5,3,4,Trout,0,0,1,0,0,Walleye,9,1,0,1,0
252,3,5,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
252,3,6,1,4,Walleye,1,0,0,0,1,Walleye,10,0,0,1,0
252,3,6,2,4,Yellow Perch,0,1,0,0,0,Walleye,10,1,1,0,0
252,3,6,3,4,Trout,0,0,1,0,0,Walleye,15,1,1,1,0
252,3,6,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
253,3,1,1,4,Walleye,1,0,0,0,0,Trout,12,1,0,0,1
253,3,1,2,4,Yellow Perch,0,1,0,0,0,Trout,11,0,0,1,1
253,3,1,3,4,Trout,0,0,1,0,1,Trout,14,1,0,1,1
253,3,1,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
253,3,2,1,4,Walleye,1,0,0,0,0,Trout,15,0,0,1,1
253,3,2,2,4,Yellow Perch,0,1,0,0,0,Trout,13,1,0,1,1
253,3,2,3,4,Trout,0,0,1,0,1,Trout,14,0,1,1,1
253,3,2,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
253,3,3,1,4,Walleye,1,0,0,0,0,Trout,13,1,0,1,1
253,3,3,2,4,Yellow Perch,0,1,0,0,0,Trout,14,0,1,1,1
253,3,3,3,4,Trout,0,0,1,0,1,Trout,12,1,0,0,1
253,3,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
253,3,4,1,4,Walleye,1,0,0,0,0,Trout,12,1,1,0,1
253,3,4,2,4,Yellow Perch,0,1,0,0,0,Trout,13,1,1,0,1
253,3,4,3,4,Trout,0,0,1,0,1,Trout,12,0,0,0,1
253,3,4,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
253,3,5,1,4,Walleye,1,0,0,0,1,Walleye,15,0,1,0,1
253,3,5,2,4,Yellow Perch,0,1,0,0,0,Walleye,12,1,1,0,1
253,3,5,3,4,Trout,0,0,1,0,0,Walleye,9,1,0,1,1
253,3,5,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,1
253,3,6,1,4,Walleye,1,0,0,0,0,Yellow Perch,10,0,0,1,1
253,3,6,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,10,1,1,0,1
253,3,6,3,4,Trout,0,0,1,0,0,Yellow Perch,15,1,1,1,1
253,3,6,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,1
254,3,1,1,4,Walleye,1,0,0,0,0,Trout,12,1,0,0,0
254,3,1,2,4,Yellow Perch,0,1,0,0,0,Trout,11,0,0,1,0
254,3,1,3,4,Trout,0,0,1,0,1,Trout,14,1,0,1,0
254,3,1,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
254,3,2,1,4,Walleye,1,0,0,0,1,Walleye,15,0,0,1,0
254,3,2,2,4,Yellow Perch,0,1,0,0,0,Walleye,13,1,0,1,0
254,3,2,3,4,Trout,0,0,1,0,0,Walleye,14,0,1,1,0
254,3,2,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
254,3,3,1,4,Walleye,1,0,0,0,0,Trout,13,1,0,1,0
254,3,3,2,4,Yellow Perch,0,1,0,0,0,Trout,14,0,1,1,0
254,3,3,3,4,Trout,0,0,1,0,1,Trout,12,1,0,0,0
254,3,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
254,3,4,1,4,Walleye,1,0,0,0,0,Trout,12,1,1,0,0
254,3,4,2,4,Yellow Perch,0,1,0,0,0,Trout,13,1,1,0,0
254,3,4,3,4,Trout,0,0,1,0,1,Trout,12,0,0,0,0
254,3,4,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
254,3,5,1,4,Walleye,1,0,0,0,0,Trout,15,0,1,0,0
254,3,5,2,4,Yellow Perch,0,1,0,0,0,Trout,12,1,1,0,0
254,3,5,3,4,Trout,0,0,1,0,1,Trout,9,1,0,1,0
254,3,5,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
254,3,6,1,4,Walleye,1,0,0,0,1,Walleye,10,0,0,1,0
254,3,6,2,4,Yellow Perch,0,1,0,0,0,Walleye,10,1,1,0,0
254,3,6,3,4,Trout,0,0,1,0,0,Walleye,15,1,1,1,0
254,3,6,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
255,4,1,1,4,Walleye,1,0,0,0,1,Walleye,14,0,0,1,0
255,4,1,2,4,Yellow Perch,0,1,0,0,0,Walleye,15,0,0,0,0
255,4,1,3,4,Trout,0,0,1,0,0,Walleye,11,0,0,1,0
255,4,1,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
255,4,2,1,4,Walleye,1,0,0,0,0,Trout,10,0,1,1,0
255,4,2,2,4,Yellow Perch,0,1,0,0,0,Trout,12,0,1,1,0
255,4,2,3,4,Trout,0,0,1,0,1,Trout,14,0,0,0,0
255,4,2,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
255,4,3,1,4,Walleye,1,0,0,0,0,Trout,16,1,0,0,0
255,4,3,2,4,Yellow Perch,0,1,0,0,0,Trout,12,1,0,1,0
255,4,3,3,4,Trout,0,0,1,0,1,Trout,11,0,1,0,0
255,4,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
255,4,4,1,4,Walleye,1,0,0,0,0,Trout,15,1,1,1,0
255,4,4,2,4,Yellow Perch,0,1,0,0,0,Trout,9,0,1,0,0
255,4,4,3,4,Trout,0,0,1,0,1,Trout,13,0,1,0,0
255,4,4,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
255,4,5,1,4,Walleye,1,0,0,0,0,Trout,9,1,1,0,0
255,4,5,2,4,Yellow Perch,0,1,0,0,0,Trout,14,0,0,1,0
255,4,5,3,4,Trout,0,0,1,0,1,Trout,9,1,1,1,0
255,4,5,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
255,4,6,1,4,Walleye,1,0,0,0,1,Walleye,9,0,1,0,0
255,4,6,2,4,Yellow Perch,0,1,0,0,0,Walleye,15,1,0,0,0
255,4,6,3,4,Trout,0,0,1,0,0,Walleye,16,1,1,0,0
255,4,6,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
256,2,1,1,4,Walleye,1,0,0,0,0,Trout,11,0,1,1,0
256,2,1,2,4,Yellow Perch,0,1,0,0,0,Trout,10,1,0,1,0
256,2,1,3,4,Trout,0,0,1,0,1,Trout,12,0,0,1,0
256,2,1,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
256,2,2,1,4,Walleye,1,0,0,0,0,Trout,13,1,0,0,0
256,2,2,2,4,Yellow Perch,0,1,0,0,0,Trout,16,1,1,0,0
256,2,2,3,4,Trout,0,0,1,0,1,Trout,14,0,0,1,0
256,2,2,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
256,2,3,1,4,Walleye,1,0,0,0,0,Trout,12,1,0,1,0
256,2,3,2,4,Yellow Perch,0,1,0,0,0,Trout,14,1,0,0,0
256,2,3,3,4,Trout,0,0,1,0,1,Trout,13,1,0,0,0
256,2,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
256,2,4,1,4,Walleye,1,0,0,0,0,No Buy,16,0,1,0,0
256,2,4,2,4,Yellow Perch,0,1,0,0,0,No Buy,13,0,1,1,0
256,2,4,3,4,Trout,0,0,1,0,0,No Buy,15,1,0,1,0
256,2,4,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
256,2,5,1,4,Walleye,1,0,0,0,0,No Buy,14,0,0,0,0
256,2,5,2,4,Yellow Perch,0,1,0,0,0,No Buy,9,1,1,1,0
256,2,5,3,4,Trout,0,0,1,0,0,No Buy,10,1,1,0,0
256,2,5,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
256,2,6,1,4,Walleye,1,0,0,0,0,Trout,11,1,0,1,0
256,2,6,2,4,Yellow Perch,0,1,0,0,0,Trout,11,0,1,0,0
256,2,6,3,4,Trout,0,0,1,0,1,Trout,12,1,1,1,0
256,2,6,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
257,3,1,1,4,Walleye,1,0,0,0,0,Trout,12,1,0,0,0
257,3,1,2,4,Yellow Perch,0,1,0,0,0,Trout,11,0,0,1,0
257,3,1,3,4,Trout,0,0,1,0,1,Trout,14,1,0,1,0
257,3,1,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
257,3,2,1,4,Walleye,1,0,0,0,0,Trout,15,0,0,1,0
257,3,2,2,4,Yellow Perch,0,1,0,0,0,Trout,13,1,0,1,0
257,3,2,3,4,Trout,0,0,1,0,1,Trout,14,0,1,1,0
257,3,2,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
257,3,3,1,4,Walleye,1,0,0,0,1,Walleye,13,1,0,1,0
257,3,3,2,4,Yellow Perch,0,1,0,0,0,Walleye,14,0,1,1,0
257,3,3,3,4,Trout,0,0,1,0,0,Walleye,12,1,0,0,0
257,3,3,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
257,3,4,1,4,Walleye,1,0,0,0,0,Trout,12,1,1,0,0
257,3,4,2,4,Yellow Perch,0,1,0,0,0,Trout,13,1,1,0,0
257,3,4,3,4,Trout,0,0,1,0,1,Trout,12,0,0,0,0
257,3,4,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
257,3,5,1,4,Walleye,1,0,0,0,0,Yellow Perch,15,0,1,0,0
257,3,5,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,12,1,1,0,0
257,3,5,3,4,Trout,0,0,1,0,0,Yellow Perch,9,1,0,1,0
257,3,5,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
257,3,6,1,4,Walleye,1,0,0,0,1,Walleye,10,0,0,1,0
257,3,6,2,4,Yellow Perch,0,1,0,0,0,Walleye,10,1,1,0,0
257,3,6,3,4,Trout,0,0,1,0,0,Walleye,15,1,1,1,0
257,3,6,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
258,1,1,1,4,Walleye,1,0,0,0,1,Walleye,16,0,1,1,0
258,1,1,2,4,Yellow Perch,0,1,0,0,0,Walleye,16,0,0,0,0
258,1,1,3,4,Trout,0,0,1,0,0,Walleye,10,1,1,0,0
258,1,1,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
258,1,2,1,4,Walleye,1,0,0,0,0,Trout,13,1,1,1,0
258,1,2,2,4,Yellow Perch,0,1,0,0,0,Trout,11,1,0,1,0
258,1,2,3,4,Trout,0,0,1,0,1,Trout,15,1,0,0,0
258,1,2,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
258,1,3,1,4,Walleye,1,0,0,0,1,Walleye,10,1,1,1,0
258,1,3,2,4,Yellow Perch,0,1,0,0,0,Walleye,15,1,1,1,0
258,1,3,3,4,Trout,0,0,1,0,0,Walleye,9,0,1,1,0
258,1,3,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
258,1,4,1,4,Walleye,1,0,0,0,1,Walleye,11,0,0,0,0
258,1,4,2,4,Yellow Perch,0,1,0,0,0,Walleye,16,0,1,1,0
258,1,4,3,4,Trout,0,0,1,0,0,Walleye,15,0,1,0,0
258,1,4,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
258,1,5,1,4,Walleye,1,0,0,0,0,Trout,14,1,1,0,0
258,1,5,2,4,Yellow Perch,0,1,0,0,0,Trout,10,0,0,0,0
258,1,5,3,4,Trout,0,0,1,0,1,Trout,16,0,1,1,0
258,1,5,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
258,1,6,1,4,Walleye,1,0,0,0,0,Trout,9,0,0,0,0
258,1,6,2,4,Yellow Perch,0,1,0,0,0,Trout,9,0,0,0,0
258,1,6,3,4,Trout,0,0,1,0,1,Trout,9,0,0,0,0
258,1,6,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
259,1,1,1,4,Walleye,1,0,0,0,1,Walleye,16,0,1,1,0
259,1,1,2,4,Yellow Perch,0,1,0,0,0,Walleye,16,0,0,0,0
259,1,1,3,4,Trout,0,0,1,0,0,Walleye,10,1,1,0,0
259,1,1,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
259,1,2,1,4,Walleye,1,0,0,0,1,Walleye,13,1,1,1,0
259,1,2,2,4,Yellow Perch,0,1,0,0,0,Walleye,11,1,0,1,0
259,1,2,3,4,Trout,0,0,1,0,0,Walleye,15,1,0,0,0
259,1,2,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
259,1,3,1,4,Walleye,1,0,0,0,0,Trout,10,1,1,1,0
259,1,3,2,4,Yellow Perch,0,1,0,0,0,Trout,15,1,1,1,0
259,1,3,3,4,Trout,0,0,1,0,1,Trout,9,0,1,1,0
259,1,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
259,1,4,1,4,Walleye,1,0,0,0,0,Trout,11,0,0,0,0
259,1,4,2,4,Yellow Perch,0,1,0,0,0,Trout,16,0,1,1,0
259,1,4,3,4,Trout,0,0,1,0,1,Trout,15,0,1,0,0
259,1,4,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
259,1,5,1,4,Walleye,1,0,0,0,0,Trout,14,1,1,0,0
259,1,5,2,4,Yellow Perch,0,1,0,0,0,Trout,10,0,0,0,0
259,1,5,3,4,Trout,0,0,1,0,1,Trout,16,0,1,1,0
259,1,5,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
259,1,6,1,4,Walleye,1,0,0,0,0,No Buy,9,0,0,0,0
259,1,6,2,4,Yellow Perch,0,1,0,0,0,No Buy,9,0,0,0,0
259,1,6,3,4,Trout,0,0,1,0,0,No Buy,9,0,0,0,0
259,1,6,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
260,2,1,1,4,Walleye,1,0,0,0,1,Walleye,11,0,1,1,0
260,2,1,2,4,Yellow Perch,0,1,0,0,0,Walleye,10,1,0,1,0
260,2,1,3,4,Trout,0,0,1,0,0,Walleye,12,0,0,1,0
260,2,1,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
260,2,2,1,4,Walleye,1,0,0,0,0,No Buy,13,1,0,0,0
260,2,2,2,4,Yellow Perch,0,1,0,0,0,No Buy,16,1,1,0,0
260,2,2,3,4,Trout,0,0,1,0,0,No Buy,14,0,0,1,0
260,2,2,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
260,2,3,1,4,Walleye,1,0,0,0,0,No Buy,12,1,0,1,0
260,2,3,2,4,Yellow Perch,0,1,0,0,0,No Buy,14,1,0,0,0
260,2,3,3,4,Trout,0,0,1,0,0,No Buy,13,1,0,0,0
260,2,3,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
260,2,4,1,4,Walleye,1,0,0,0,0,Yellow Perch,16,0,1,0,0
260,2,4,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,13,0,1,1,0
260,2,4,3,4,Trout,0,0,1,0,0,Yellow Perch,15,1,0,1,0
260,2,4,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
260,2,5,1,4,Walleye,1,0,0,0,0,No Buy,14,0,0,0,0
260,2,5,2,4,Yellow Perch,0,1,0,0,0,No Buy,9,1,1,1,0
260,2,5,3,4,Trout,0,0,1,0,0,No Buy,10,1,1,0,0
260,2,5,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
260,2,6,1,4,Walleye,1,0,0,0,0,Yellow Perch,11,1,0,1,0
260,2,6,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,11,0,1,0,0
260,2,6,3,4,Trout,0,0,1,0,0,Yellow Perch,12,1,1,1,0
260,2,6,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
261,3,1,1,4,Walleye,1,0,0,0,0,Trout,12,1,0,0,0
261,3,1,2,4,Yellow Perch,0,1,0,0,0,Trout,11,0,0,1,0
261,3,1,3,4,Trout,0,0,1,0,1,Trout,14,1,0,1,0
261,3,1,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
261,3,2,1,4,Walleye,1,0,0,0,0,Trout,15,0,0,1,0
261,3,2,2,4,Yellow Perch,0,1,0,0,0,Trout,13,1,0,1,0
261,3,2,3,4,Trout,0,0,1,0,1,Trout,14,0,1,1,0
261,3,2,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
261,3,3,1,4,Walleye,1,0,0,0,0,Trout,13,1,0,1,0
261,3,3,2,4,Yellow Perch,0,1,0,0,0,Trout,14,0,1,1,0
261,3,3,3,4,Trout,0,0,1,0,1,Trout,12,1,0,0,0
261,3,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
261,3,4,1,4,Walleye,1,0,0,0,0,Trout,12,1,1,0,0
261,3,4,2,4,Yellow Perch,0,1,0,0,0,Trout,13,1,1,0,0
261,3,4,3,4,Trout,0,0,1,0,1,Trout,12,0,0,0,0
261,3,4,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
261,3,5,1,4,Walleye,1,0,0,0,0,Trout,15,0,1,0,0
261,3,5,2,4,Yellow Perch,0,1,0,0,0,Trout,12,1,1,0,0
261,3,5,3,4,Trout,0,0,1,0,1,Trout,9,1,0,1,0
261,3,5,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
261,3,6,1,4,Walleye,1,0,0,0,0,Trout,10,0,0,1,0
261,3,6,2,4,Yellow Perch,0,1,0,0,0,Trout,10,1,1,0,0
261,3,6,3,4,Trout,0,0,1,0,1,Trout,15,1,1,1,0
261,3,6,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
262,2,1,1,4,Walleye,1,0,0,0,0,No Buy,11,0,1,1,0
262,2,1,2,4,Yellow Perch,0,1,0,0,0,No Buy,10,1,0,1,0
262,2,1,3,4,Trout,0,0,1,0,0,No Buy,12,0,0,1,0
262,2,1,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
262,2,2,1,4,Walleye,1,0,0,0,0,No Buy,13,1,0,0,0
262,2,2,2,4,Yellow Perch,0,1,0,0,0,No Buy,16,1,1,0,0
262,2,2,3,4,Trout,0,0,1,0,0,No Buy,14,0,0,1,0
262,2,2,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
262,2,3,1,4,Walleye,1,0,0,0,0,No Buy,12,1,0,1,0
262,2,3,2,4,Yellow Perch,0,1,0,0,0,No Buy,14,1,0,0,0
262,2,3,3,4,Trout,0,0,1,0,0,No Buy,13,1,0,0,0
262,2,3,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
262,2,4,1,4,Walleye,1,0,0,0,0,Yellow Perch,16,0,1,0,0
262,2,4,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,13,0,1,1,0
262,2,4,3,4,Trout,0,0,1,0,0,Yellow Perch,15,1,0,1,0
262,2,4,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
262,2,5,1,4,Walleye,1,0,0,0,0,Yellow Perch,14,0,0,0,0
262,2,5,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,9,1,1,1,0
262,2,5,3,4,Trout,0,0,1,0,0,Yellow Perch,10,1,1,0,0
262,2,5,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
262,2,6,1,4,Walleye,1,0,0,0,0,Yellow Perch,11,1,0,1,0
262,2,6,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,11,0,1,0,0
262,2,6,3,4,Trout,0,0,1,0,0,Yellow Perch,12,1,1,1,0
262,2,6,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
263,2,1,1,4,Walleye,1,0,0,0,0,Trout,11,0,1,1,1
263,2,1,2,4,Yellow Perch,0,1,0,0,0,Trout,10,1,0,1,1
263,2,1,3,4,Trout,0,0,1,0,1,Trout,12,0,0,1,1
263,2,1,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
263,2,2,1,4,Walleye,1,0,0,0,0,Trout,13,1,0,0,1
263,2,2,2,4,Yellow Perch,0,1,0,0,0,Trout,16,1,1,0,1
263,2,2,3,4,Trout,0,0,1,0,1,Trout,14,0,0,1,1
263,2,2,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
263,2,3,1,4,Walleye,1,0,0,0,0,Trout,12,1,0,1,1
263,2,3,2,4,Yellow Perch,0,1,0,0,0,Trout,14,1,0,0,1
263,2,3,3,4,Trout,0,0,1,0,1,Trout,13,1,0,0,1
263,2,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
263,2,4,1,4,Walleye,1,0,0,0,0,Trout,16,0,1,0,1
263,2,4,2,4,Yellow Perch,0,1,0,0,0,Trout,13,0,1,1,1
263,2,4,3,4,Trout,0,0,1,0,1,Trout,15,1,0,1,1
263,2,4,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
263,2,5,1,4,Walleye,1,0,0,0,0,Trout,14,0,0,0,1
263,2,5,2,4,Yellow Perch,0,1,0,0,0,Trout,9,1,1,1,1
263,2,5,3,4,Trout,0,0,1,0,1,Trout,10,1,1,0,1
263,2,5,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
263,2,6,1,4,Walleye,1,0,0,0,0,Trout,11,1,0,1,1
263,2,6,2,4,Yellow Perch,0,1,0,0,0,Trout,11,0,1,0,1
263,2,6,3,4,Trout,0,0,1,0,1,Trout,12,1,1,1,1
263,2,6,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
264,3,1,1,4,Walleye,1,0,0,0,1,Walleye,12,1,0,0,0
264,3,1,2,4,Yellow Perch,0,1,0,0,0,Walleye,11,0,0,1,0
264,3,1,3,4,Trout,0,0,1,0,0,Walleye,14,1,0,1,0
264,3,1,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
264,3,2,1,4,Walleye,1,0,0,0,0,No Buy,15,0,0,1,0
264,3,2,2,4,Yellow Perch,0,1,0,0,0,No Buy,13,1,0,1,0
264,3,2,3,4,Trout,0,0,1,0,0,No Buy,14,0,1,1,0
